entry,database,title,abstract,author_keywords,authors,authors_affiliations,publication_year,source_title,publisher,url,doi,query_date,processing_date,sanitized_title,duplicated_exclusion_flag,duplicated_validation_date,metadata_exclusion_flag,metadata_validation_date,fulltext_exclusion_flag,fulltext_validation_date
539,scopus,A Case Study of IIoT Application in Process Manufacturing Management Information Systems in Palm Oil Refinery,"Industrial Internet of Things (IIoT) is providing technology integration of Information Technology (IT) and Operation Technology (OT). While OT is related to operational in shop floor production, IT has become a backbone in corporate management strategic decision making. Both technology are dependent to reliable data, comprehensive analysis from it, and utmost distribution network to related parties. In Industrial Revolution journey, Programmable Logic Controller invention has been part of important part of OT and trigger to the Third Industrial Revolution. The elaboration in Computer Integrated Manufacturing concept has been strengthened by technology providers to deliver reliable solution in manufacturing process. However, these data remain to reside in isolated environment of Industrial Control System. While focusing in process operational automation system, integrated information management become issue in this case study. Manual log sheet in Margarine and Shortening production of Palm Oil Refinery is backbone for process parameter visibility and downside in issues to reliability, distribution, and further analysis. By optimizing available technology in the Fourth Industrial Revolution, this vertical integration from shop floor production to corporate management could be delivered with IIoT-based Information Systems. Methodology from Industrial Internet Consortium (IIC) publication in Industrial Internet Reference Architecture (IIRA) which connected to existing automation system is providing real-time data with historical trending. The velocity and volume of these data has shaped Big Data and presented Management Information System in IT network. This reliable data provide traceability to parameter process in production facilities. © 2022 ACM.",IIoT; Industrial Control System; Industrial Revolution; Information Systems; IT and OT Convergence; Palm Oil,"Koncoro S.T., Lukas, Siregar M.","Universitas Katolik Indonesia Atma Jaya, Indonesia",2022.0,ACM International Conference Proceeding Series,Association for Computing Machinery,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143255778&doi=10.1145%2f3557738.3557865&partnerID=40&md5=6a56eb06b5fba4bc86df363692f4cd7b,10.1145/3557738.3557865,20230520-160000,20230521-044735,"['a', 'case', 'study', 'of', 'iiot', 'application', 'in', 'process', 'manufacturing', 'management', 'information', 'systems', 'in', 'palm', 'oil', 'refinery']",False,20230521-205332,,,,
540,scopus,Artificial Intelligence Potential in Higher Education Institutions Enhanced Learning Environment in Romania and Serbia,"In their struggle to offer a sustainable educational system and transversal competencies for market requests, significant transformations characterise the higher education system in Serbia and Romania. According to EU policy, these transformations are related to educational reforms and the introduction of new technology and methodologies in teaching and learning. They are expected to answer to the PISA requirements and to increase the DESI (Digital Economy and Society Index). They are also likely to mitigate the inequity of HEIs (higher education institutions), empowered by a structured, goal-oriented strategy towards agile management in HEIs that is also appropriate for new market demands. Our study is based on an exploratory survey applied to 139 Romanian and Serbian teachers from the Information Technology School—ITS, Belgrade, and Spiru Haret University, Romania. The survey let them provide their knowledge of AI or their perceptions of the difficulties and opportunities of these technologies in HEIs. Our study discovered how difficulties and opportunities associated with AI impact HEIs. This study aims to see how AI might assist higher education in Romania and Serbia. We also considered how they might be integrated with the educational system, and if instructors would utilise them. Developing creative and transversal skills is required to anticipate future breakthroughs and technological possibilitiesThe new methods of education focuses on ethics, values, problem-solving, and daily activities. Students’ learning material, how they might achieve critical abilities, and their educational changes must be addressed in the future. In this environment, colleges must create new digital skills in IA, machine learning, IoT, 5G, the cloud, big data, blockchain, data analysis, using MS Office and other applications, MOOCs, simulation applications, VR/AR, and gamification. They must also develop cross-disciplinary skills and a long-term mindset. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",artificial intelligence (AI); higher education institutions (HEI); transversal skills,"Bucea-Manea-țoniş R., Kuleto V., Gudei S.C.D., Lianu C., Lianu C., Ilić M.P., Păun D.","Doctoral School, National University of Physical Education and Sport, Bucharest, 060057, Romania; LINK Group Belgrade, Information Technology School ITS-Belgrade, Faculty of Contemporary Arts Belgrade, University Business Academy in Novi Sad, Belgrade, 11000, Serbia; Faculty of Economy and International Affairs, Academy of Economic Studies, Bucharest, 010374, Romania; USH Pro Business, Spiru Haret University, Bucharest, 004021, Romania; Faculty of Physical Education, Spiru Haret University, Bucharest, 004021, Romania",2022.0,Sustainability (Switzerland),MDPI,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130542761&doi=10.3390%2fsu14105842&partnerID=40&md5=7b6dfab5016808d954e3ff0c31baf857,10.3390/su14105842,20230520-160000,20230521-044735,"['artificial', 'intelligence', 'potential', 'in', 'higher', 'education', 'institutions', 'enhanced', 'learning', 'environment', 'in', 'romania', 'and', 'serbia']",False,20230521-205332,,,,
541,scopus,The integration of technologies Industry 4.0 technology and Lean Manufacturing: A systematic literature review,"Purpose - Since the development of Lean Manufacturing (LM) in the last century, industry performance has improved. In 2011, when Germany first used the term Industry 4.0 to refer to the fourth industrial revolution, many changes in the way things are done have been discussed and applied. Industry 4.0 involves new technologies such as the Internet of Things (IoT). However, the LM originally does not consider the possibilities of these new information technologies and current research highlights the need for studies on the applications of industry 4.0 technologies in LM environments. Thus, this research aims to identify, select, evaluate, and synthesize the relevant evidence available on the literature around the integration of Industry 4.0 technologies and LM. Design/methodology/approach - The research applied the method of systematic literature review on 107 articles, which were refined by this method. Findings - The creation of value and increase in the company's profit occurs through I4.0 technologies, such as the Internet of Things, Cyber Physical System, use of the Cloud, quality (big) data, Robotics, among others, which provide real-time capability, decentralization, modularity, interoperability, service orientation, and virtualization. Visualizing thus, a support of the industry 4.0 concept to LM and vice versa, where the technologies related to this concept allow improving the flow of information exchanged, guaranteeing the interconnection of machines, things and people. Research limitations/implication - Some important research may not have appeared in the search due to limitations of the systematic literature review method. Practical implications - The findings point insights directions for future research and provide practitioners with insights into the integration of Industry 4.0 technologies and with LM. Originality/value - The literature lacks articles that discuss the relationship of Industry 4.0 technologies with Lean Manufacturing. © 2022 Universidade do Minho. All rights reserved.",Industry 4.0; Lean 4.0; Lean Manufacturing,"Tailise M.M., Mergulhão R.C., Mano A.P., Silva A.A.A.","Federal University of São Carlos, SP, São Carlos, Brazil; Santa Cruz State University, BA, Brazil",2022.0,International Conference on Quality Engineering and Management,Universidade do Minho,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137025336&partnerID=40&md5=e5214dc535ec082710aeaaeb9eaec389,,20230520-160000,20230521-044735,"['the', 'integration', 'of', 'technologies', 'industry', '4.0', 'technology', 'and', 'lean', 'manufacturing:', 'a', 'systematic', 'literature', 'review']",False,20230521-205332,,,,
542,scopus,Context and machine learning based trust management framework for internet of vehicles,"Trust is one of the core components of any ad hoc network security system. Trust management (TM) has always been a challenging issue in a vehicular network. One such developing network is the Internet of vehicles (IoV), which is expected to be an essential part of smart cities. IoV originated from the merger of Vehicular ad hoc networks (VANET) and the Internet of things (IoT). Security is one of the main barriers in the on-road IoV implementation. Existing security standards are insufficient to meet the extremely dynamic and rapidly changing IoV requirements. Trust plays a vital role in ensuring security, especially during vehicle to vehicle communication. Vehicular networks, having a unique nature among other wireless ad hoc networks, require dedicated efforts to develop trust protocols. Current TM schemes are inflexible and static. Predefined scenarios and limited parameters are the basis for existing TMmodels that are not suitable for vehicle networks. The vehicular network requires agile and adaptive solutions to ensure security, especially when it comes to critical messages. The vehicle network's wireless nature increases its attack surface and exposes the network to numerous security threats. Moreover, internet involvement makes it more vulnerable to cyberattacks. The proposedTMframework is based on context-based cognition and machine learning to be best suited to IoV dynamics. Machine learning is the best solution to utilize the big data produced by vehicle sensors. To handle the uncertainty Bayesian machine learning statistical model is used. The proposed framework can adapt scenarios dynamically and infer using the maximum possible parameter available. The results indicated better performance than existing TM methods. Furthermore, for future work, a high-level machine learning model is proposed. © 2021 Tech Science Press. All rights reserved.",Bayesian learning; Context awareness; Internet of vehicles (IoV); Machine learning; Trust management (TM); Vehicular ad hoc network (VANET),"Rehman A., Hassan M.F., Hooi Y.K., Qureshi M.A., Chung T.D., Akbar R., Safdar S.","Computer and Information Science Department, Centre for Research and Data Science (CeRDaS), Universiti Teknologi, PETRONAS, Seri Iskandar, Perak Darul Ridzuan, 32610, Malaysia; Department of Computer Science, Bahria University, Pakistan; Computing Fundamental Department, FPT University, Hoa Lac Hi-Tech Park, Hanoi, Viet Nam; Department of Information Systems, Uiversiti Tunku Abdul Rahman, Malaysia; Information Technology Department, College of IT, AHLAI University, Bahrain",2021.0,"Computers, Materials and Continua",Tech Science Press,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105607500&doi=10.32604%2fCMC.2021.017620&partnerID=40&md5=a18901010db67ae00ccea9b9f353d8cc,10.32604/CMC.2021.017620,20230520-160000,20230521-044735,"['context', 'and', 'machine', 'learning', 'based', 'trust', 'management', 'framework', 'for', 'internet', 'of', 'vehicles']",False,20230521-205332,,,,
543,scopus,Disruptive Technologies for Labor Market Information System Implementation Enhancement in the UAE: A Conceptual Perspective,"In December 2019, the world learned about the first outbreak of the novel coronavirus (COVID-19) that first broke out in Wuhan, China. This limited outbreak in a small province of China has rapidly evolved into a global pandemic that has led to a health and economic crisis. As millions of individuals have lost their lives, others have lost their jobs due to the recession of 2020. While the skills and educational mismatch have been a prevalent problem in the UAE labor market, it is logical to assume that the global pandemic has likely increased this problem’s extent. Therefore, there is an urgent need to adopt an agile, innovative solution to address the upcoming challenges in the labor markets due to the lack of skilled resources and the fear of future work amid the COVID-19 pandemic. Since industry and academia have identified skills and educational mismatch as a complex and multivariate problem, the paper builds a conceptual case from a system engineering perspective to solve this problem efficiently. Based on the literature reviewed related to disruptive technologies and labor market management systems, the paper proposes a new implementation approach for an integrated labor market information system enabled by the most widely used disruptive technologies components in the UAE (Machine Learning, AI, Blockchain, Internet of Things, Big Data Analytics, and Cloud Computing). The proposed approach is considered one of the immediate course of actions required to minimize the UAE economy’s negative impact due to the presence of the skills and educational mismatch phenomena. © 2021. All Rights Reserved.",COVID-19; Disruptive technologies; future of work; labor market information systems; skills and educational mismatch; system design thinking; system engineering,"Goher G., Masrom M., Amrin A., Rahim N.A.","Razak Faculty of Technology and Informatics, Universiti Teknologi Malaysia, Malaysia",2021.0,International Journal of Advanced Computer Science and Applications,Science and Information Organization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102031618&doi=10.14569%2fIJACSA.2021.0120247&partnerID=40&md5=628cb14d45b203b53421b5d10adf06ca,10.14569/IJACSA.2021.0120247,20230520-160000,20230521-044735,"['disruptive', 'technologies', 'for', 'labor', 'market', 'information', 'system', 'implementation', 'enhancement', 'in', 'the', 'uae:', 'a', 'conceptual', 'perspective']",False,20230521-205332,,,,
544,scopus,Virginia digital shipbuilding program (VDSP) - Building an agile modern workforce to improve performance in the shipbuilding and ship repair industry,"Industry 4.0 is the latest stage in the Industrial Revolution and is reflected in the digital transformation and use of emergent technologies including the Internet of Things, Big Data, Robotic automation of processes, 3D printing and additive manufacturing, drones and Artificial Intelligence (AI) in the manufacturing industry [15]. The implementation of these technologies in the Shipbuilding and Ship Repair Industry is currently in a nascent stage. Considering this, there is huge potential to produce cost savings, decrease production timelines, and drive down inefficiencies in the lifecycle management of ships. However, the implementation of these Industry 4.0 technologies is hindered by a noticeable gap in workforce capability and capacity. The shipbuilding and ship repair industry is projected to lose approximately 33% of its skilled workforce and 48% of management by 2028 [9]. With an aging workforce and an incoming digital generation that excels in tech savviness, flexibility, global thinking, and multi-tasking, it is crucial to be innovative in workforce development. The Virginia Digital Shipbuilding Program (VDSP) responds to this need by providing a process and platform to address education, training, and adoption of innovative new technology as well as the ability to provide real-time solutions to current and future industry problems. This paper will focus on the three pillars of Digital Shipbuilding - Career Pathway Mapping and Curriculum Development, Outreach and Workforce Development, and Research and Development. Additionally, this paper will address how the team is ensuring that stackable, transferable education and certification processes are implemented between military and industry to facilitate the transition of veterans to the civilian workforce. © American Society for Engineering Education 2020.",,"Kosteczko J.P., Smith K., Johnson J., Diaz R.","Old Dominion University, United States",2020.0,"ASEE Annual Conference and Exposition, Conference Proceedings",American Society for Engineering Education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095774431&partnerID=40&md5=b8d8f25f2ea90b9e3de5503dc3966e5e,,20230520-160000,20230521-044735,"['virginia', 'digital', 'shipbuilding', 'program', '(vdsp)', '-', 'building', 'an', 'agile', 'modern', 'workforce', 'to', 'improve', 'performance', 'in', 'the', 'shipbuilding', 'and', 'ship', 'repair', 'industry']",False,20230521-205332,,,,
545,scopus,Functional failure diagnosis approach based on Bayesian network for manufacturing systems,"The failure of traditional manufacturing systems mostly refers to the physical failure of the production equipment that constitutes the manufacturing systems. With the advancement of manufacturing technology and the improvement of the level of intelligence, the physical failure of the conventional equipment in the daily operation of the system is rare, but the quality of the work-in-progress (WIP) is unqualified frequently. Especially the hidden functional failures such as reliability degradation of the final product have become increasingly prominent. How to model and characterize the functional failure of manufacturing systems has become a bottleneck restricting the application and development of holistic PHM (Prognostic and Health Management) technology of manufacturing systems. Therefore, a novel functional failure modeling and diagnostic strategy for intelligent manufacturing systems based on RQR chain is proposed in this paper, which includes the manufacturing system reliability (R) data, manufacturing process quality (Q) data and the produced product reliability (R) data. Firstly, the definition of the functional degradation process and principle of manufacturing systems is clarified from the perspective of RQR chain. Secondly, based on the established RQR chain, the functional fault connotation of manufacturing systems is defined, and the KPCs (key product characteristics) in the Bayesian network of integrated manufacturing systems are utilized. Big data are analyzed to model and predict the functional fault state of the running manufacturing systems. Thirdly, based on the relationship of RQR chain from right to left, the holistic functional fault diagnosis strategy is given. Finally, a case study of a manufacturing system for cylinder head is presented to verify the proposed approach. © 2019 IEEE.",Bayesian network (BN); Failure diagnosis; Functional failure; Manufacturing systems; RQR chain,"He Z., He Y., Chen Z., Zhao Y., Lian R.","Beihang University, School of Reliability and Systems Engineering, Beijing, China",2019.0,"2019 Prognostics and System Health Management Conference, PHM-Qingdao 2019",Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077999275&doi=10.1109%2fPHM-Qingdao46334.2019.8942813&partnerID=40&md5=555b2f91c9300a12bfdc1a5e9831851a,10.1109/PHM-Qingdao46334.2019.8942813,20230520-160000,20230521-044735,"['functional', 'failure', 'diagnosis', 'approach', 'based', 'on', 'bayesian', 'network', 'for', 'manufacturing', 'systems']",False,20230521-205332,,,,
546,scopus,Human-Technology Centric in Cyber Security Maintenance for Digital Transformation Era,"The development of the digital transformation in the organizations has become more expanding in these present and future years. This is because of the active demand to use the ICT services among all the organizations whether in the government agencies or private sectors. While digital transformation has led manufacturers to incorporate sensors and software analytics into their offerings, the same innovation has also brought pressure to offer clients more accommodating appliance deployment options. So, their needs a well plan to implement the cyber infrastructures and equipment. The cyber security play important role to ensure that the ICT components or infrastructures execute well along the organization's business successful. This paper will present a study of security management models to guideline the security maintenance on existing cyber infrastructures. In order to perform security model for the currently existing cyber infrastructures, combination of the some security workforces and security process of extracting the security maintenance in cyber infrastructures. In the assessment, the focused on the cyber security maintenance within security models in cyber infrastructures and presented a way for the theoretical and practical analysis based on the selected security management models. Then, the proposed model does evaluation for the analysis which can be used to obtain insights into the configuration and to specify desired and undesired configurations. The implemented cyber security maintenance within security management model in a prototype and evaluated it for practical and theoretical scenarios. Furthermore, a framework model is presented which allows the evaluation of configuration changes in the agile and dynamic cyber infrastructure environments with regard to properties like vulnerabilities or expected availability. In case of a security perspective, this evaluation can be used to monitor the security levels of the configuration over its lifetime and to indicate degradations. © 2018 Institute of Physics Publishing. All rights reserved.",cyber security; digital transformation; security maintenance; security management model,"Ali F.A.B.H., Jali M.Z.","Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Science and Technology, Universiti Sains Islam Malaysia, Negeri Sembilan, Malaysia",2018.0,Journal of Physics: Conference Series,Institute of Physics Publishing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048358452&doi=10.1088%2f1742-6596%2f1018%2f1%2f012012&partnerID=40&md5=3b7fb29d4dfa9800bfd4b53208228023,10.1088/1742-6596/1018/1/012012,20230520-160000,20230521-044735,"['human-technology', 'centric', 'in', 'cyber', 'security', 'maintenance', 'for', 'digital', 'transformation', 'era']",False,20230521-205332,,,,
547,scopus,Exploiting page table locality for agile TLB prefetching,"Frequent Translation Lookaside Buffer (TLB) misses incur high performance and energy costs due to page walks required for fetching the corresponding address translations. Prefetching page table entries (PTEs) ahead of demand TLB accesses can mitigate the address translation performance bottleneck, but each prefetch requires traversing the page table, triggering additional accesses to the memory hierarchy. Therefore, TLB prefetching is a costly technique that may undermine performance when the prefetches are not accurate.In this paper we exploit the locality in the last level of the page table to reduce the cost and enhance the effectiveness of TLB prefetching by fetching cache-line adjacent PTEs ""for free"". We propose Sampling-Based Free TLB Prefetching (SBFP), a dynamic scheme that predicts the usefulness of these ""free""PTEs and prefetches only the ones most likely to prevent TLB misses. We demonstrate that combining SBFP with novel and state-of-the-art TLB prefetchers significantly improves miss coverage and reduces most memory accesses due to page walks.Moreover, we propose Agile TLB Prefetcher (ATP), a novel composite TLB prefetcher particularly designed to maximize the benefits of SBFP. ATP efficiently combines three low-cost TLB prefetchers and disables TLB prefetching for those execution phases that do not benefit from it. Unlike state-of-the-art TLB prefetchers that correlate patterns with only one feature (e.g., strides, PC, distances), ATP correlates patterns with multiple features and dynamically enables the most appropriate TLB prefetcher per TLB miss.To alleviate the address translation performance bottleneck, we propose a unified solution that combines ATP and SBFP. Across an extensive set of industrial workloads provided by Qualcomm, ATP coupled with SBFP improves geometric speedup by 16.2%, and eliminates on average 37% of the memory references due to page walks. Considering the SPEC CPU 2006 and SPEC CPU 2017 benchmark suites, ATP with SBFP increases geometric speedup by 11.1%, and eliminates page walk memory references by 26%. Applied to big data workloads (GAP suite, XSBench), ATP with SBFP yields a geometric speedup of 11.8% while reducing page walk memory references by 5%. Over the best state-of-the-art TLB prefetcher for each benchmark suite, ATP with SBFP achieves speedups of 8.7%, 3.4%, and 4.2% for the Qualcomm, SPEC, and GAP+XSBench workloads, respectively. © 2021 IEEE.",Address translation; Page table locality; Prefetching; Translation lookaside buffer; Virtual memory,"Vavouliotis G., Alvarez L., Karakostas V., Nikas K., Koziris N., Jimenez D.A., Casas M.","Barcelona Supercomputing Center, Spain; Universitat Politècnica de Catalunya, Spain; National Technical University of Athens, Greece; Texas AandM University, United States",2021.0,Proceedings - International Symposium on Computer Architecture,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114702846&doi=10.1109%2fISCA52012.2021.00016&partnerID=40&md5=c13394783a9f341d3ebf17b9aed3eb10,10.1109/ISCA52012.2021.00016,20230520-160000,20230521-044735,"['exploiting', 'page', 'table', 'locality', 'for', 'agile', 'tlb', 'prefetching']",True,20230521-205332,,,,
548,scopus,Investment in Research Development or Size Expansion? The Case of Internet of Things Companies,"The Internet of Things (IoT) is at the height of its hype cycle and one can argue that the IoT construct will subsume housing, infrastructures, industrial plants, and other systems in the near future. Big data that is associated with IoT could control systems, affect automation and the process industries require RD support to shape the concept into a functional asset that resolves the problems of users. Hence, investment in research and development (RD) as an integral part of any IoT project could be the first step towards project success. The objective of this study is to examine the effects of an investment in RD and size expansion on the firm value of the top Internet of Things companies. This study examines the top 20 Internet of Things companies in the world spanning the period from 2012 to 2019. By using the panel regression random effect model, this study yields two main conclusions. First, the expansion of size by the companies has a significant impact on promoting the firm value. Second, investment in RD is negatively associated with the firm value of the IoT companies at the initial stage but the lag effect of investment in RD is associated positively with the firm value. The significant size expansion impact on the firm value in the IoT firms suggests that the agile size could lead to more efficient use of resources and easy identification of growth opportunities. The second conclusion demonstrates the need for a budget allocation for the investment in RD for the technological progression and scientific advancement in the IoT companies. Although it takes a few years to observe the significant impacts of investment in RD on IoT firms, in the long term, it could improve the performance of IoT companies in driving the proliferation of connected devices to enhance human productivity and efficiency. © 2020 IEEE.",internet of things; Research and development; return on invested capital; size expansion,"Lee H.S., Sia B.K., Chong S.C., Low C.W.","Faculty of Accountancy and Management, Universiti Tunku Abdul Rahman, Kajang, Malaysia; Faculty of Accountancy Management and Economics, New Era University College, Kajang, Malaysia",2020.0,"Proceeding - 2020 IEEE 8th Conference on Systems, Process and Control, ICSPC 2020",Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100354733&doi=10.1109%2fICSPC50992.2020.9305758&partnerID=40&md5=bd7513f03266f03a8ec4ee89349cd675,10.1109/ICSPC50992.2020.9305758,20230520-160000,20230521-044735,"['investment', 'in', 'research', 'development', 'or', 'size', 'expansion?', 'the', 'case', 'of', 'internet', 'of', 'things', 'companies']",True,20230521-205332,,,,
549,scopus,Contexts enhance accuracy: On modeling context aware deep factorization machine for web API QoS prediction,"Service-oriented computing (SOC) promises a world of cooperating services loosely connected, constructing agile Web applications in heterogeneous environments conveniently. Web application interface (API) as an emerging technique attracts more and more enterprises and organizations to publish their deep computing functionalities and big data on the Internet, Web API has become the backbone to promote the development of SOC, thus forming the prosperousWeb API economy. However, the number of available Web APIs on the Internet is massive and growing constantly, which causes the Web API overload problem. Quality of service (QoS) as an indicator is able to well differentiate the quality of Web APIs and has been widely applied for high quality Web API selection. Since testing QoS for massive Web APIs is resource-consuming, and the QoS performance depends on contextual information such as network and location, hence accurate QoS prediction has become very crucial for personalizedWeb API recommendation and high quality Web application construction. To address the above issue, this paper presents a context aware deep factorization machine model (CADFM for short) for accurate Web API QoS prediction. Specifically, we first carry out detailed data analysis using real-world QoS dataset and discover a positive relationship between QoS and contextual information, which motivates us to incorporate beneficial contexts for enhancing QoS prediction accuracy. Then, we treat QoS prediction as a regression problem and propose a context aware CADFM framework that integrates the contextual information via embedding technique. Particularly, we adopt MF and MLP for high-order and nonlinear interaction modeling, so as to learn the complex interaction between users andWeb APIs accurately. Finally, the experimental results on real-world QoS dataset demonstrate that CADFM outperforms the classic and the state-of-the-art baselines, thereby generating the most accurate QoS predictions and increasing the revenue of Web APIs recommendation. © 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.",Context aware; Deep factorization machine; Quality of service prediction; Service-oriented computing; Web API,"Shen L., Pan M., Liu L., You D., Li F., Chen Z.","Colleague of Information Science and Engineering, Yanshan University, Qinhuangdao, 066004, China; National Science Library, Chinese Academy of Sciences, Beijing, 100864, China; College of Computer and Communication Engineering, Northeastern University, Shenyang, 110819, China",2020.0,IEEE Access,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102882872&doi=10.1109%2fACCESS.2020.3022891&partnerID=40&md5=bf3adbb5deff9f7293cf920c9ab52775,10.1109/ACCESS.2020.3022891,20230520-160000,20230521-044735,"['contexts', 'enhance', 'accuracy:', 'on', 'modeling', 'context', 'aware', 'deep', 'factorization', 'machine', 'for', 'web', 'api', 'qos', 'prediction']",True,20230521-205332,,,,
550,scopus,"Transitioning from Legacy Air Traffic Management to Airspace Management through Secure, Cloud-Native Automation Solutions","Advancements in Cloud-native services, Machine-Learning (ML), Artificial Intelligence (AI), and Rapid Application Development (RAD) using the Agile methodology has led countless industries to achieving desirable levels of automation while reducing cost and improving quality software deployments, timely / iterative delivery, and accountability. Coupling this framework with the principle of security as a shared responsibility further enhances the efficacy of an integrated Development, Security, and Operations (DevSecOps) Team within organizations to deliver secured digital solutions. Air Navigation Service Providers (ANSPs) around the world are currently exploring and embracing the digital evolution shifting from monolithic, legacy automation platforms to an application framework of microservices to allow for flexible operations as capabilities and airspace operations evolve. Specific to the US, the ATM automation system of today is comprised of both safety and non-safety critical systems, with mission-essential, efficiency-critical, and mission-support services that are predominately maintained and evolved through multi-year, one contractor-led programs. Although the system has proven resilient, it has not proven to be agile and flexible to allow for advances in capabilities on-board aircraft or in the data integration and sharing with other NAS automation systems. This creates significant overhead in development, sustainability, and operations of the current automation system, and leaves modernization efforts - in terms of new capabilities - in constant investment decision planning cycles, costing agencies not just money, but more time to innovate. To advance aviation into a new generation of interoperability leveraging collaborative frameworks and application specific capabilities, ANSPs must adapt to innovative methods to collect, process, and deliver critical and essential aeronautical, weather, and flight information to air traffic control operators and ultimately to airspace users. Doing so can not only lead to sustaining NAS automation systems while reducing the costs to develop and operate these systems, but it also provides an opportunity to present strategies on how to dramatically reduce the time and integration efforts needed to deploy new capabilities. Leveraging cloud-native technologies and services is a way to realize this automation evolution vision for ANSPs.This paper examines the migration from today's systems to secure, cloud-native platforms to prove that Mission Services and Mission Applications can be rapidly available / deployable to operators who provide separation and flow management services, using a cyber-secured cloud-native environment. Aeronautical data typically used for tactical decision making is now seen as crucial to the decision-making process in Air Traffic Management (ATM). Integrating global and localized datasets into a digital aviation data platform enhances the capabilities of the solutions and opens the possibilities of leveraging big data analytics and microservices to compute trajectory predictions (TP), demand capacity balancing (DCB), arrival and departure sequencing, airspace delay, among others, in real-time to achieve operator-driven mission objectives. Technology has reached a state of maturity, especially in cloud and hybrid cloud solutions, to support safety of life operations, like ATM. This paper identifies approaches that are being considered for that migration to support the integration of new airspace entrants, the use of application services to provide a dynamic, evolutionary ATM platform, and addresses some of the safety and security strategies that must be considered for this evolution. © 2021 IEEE.",ATM; Automation; Cloud-native; Microservices,"Solomon A., Crawford Z.","Digital Aviation Solutions Thales, Arlington, VA, United States",2021.0,AIAA/IEEE Digital Avionics Systems Conference - Proceedings,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122816710&doi=10.1109%2fDASC52595.2021.9594313&partnerID=40&md5=e9f8c629824b3b30dbd840c178e14ff5,10.1109/DASC52595.2021.9594313,20230520-160000,20230521-044735,"['transitioning', 'from', 'legacy', 'air', 'traffic', 'management', 'to', 'airspace', 'management', 'through', 'secure,', 'cloud-native', 'automation', 'solutions']",True,20230521-205332,,,,
